age,education,gender,hours-per-week,earning
34,10,0,72, <=50K
32,12,0,40, <=50K
49,7,0,40, <=50K
33,7,1,40, >50K
74,4,0,2, <=50K
62,13,0,50, >50K
39,9,0,40, <=50K
43,9,1,40, <=50K
22,10,1,60, <=50K
24,9,0,45, <=50K
76,9,0,40, >50K
25,10,1,40, <=50K
19,10,1,28, <=50K
31,12,1,41, <=50K
53,7,1,40, <=50K
61,9,0,3, <=50K
47,13,0,40, <=50K
37,9,1,45, <=50K
50,13,0,30, <=50K
27,10,0,44, <=50K
58,9,1,40, <=50K
43,9,0,40, <=50K
39,12,0,40, <=50K
36,10,1,35, <=50K
56,13,0,50, <=50K
26,9,0,55, <=50K
23,13,1,38, <=50K
47,7,0,40, <=50K
68,8,1,30, <=50K
47,10,0,40, <=50K
45,10,0,40, >50K
26,10,0,60, <=50K
20,9,0,40, <=50K
46,10,1,40, <=50K
37,12,0,50, >50K
37,10,0,45, <=50K
43,10,0,42, <=50K
59,14,1,40, <=50K
39,9,1,40, <=50K
32,10,1,54, <=50K
63,10,0,16, <=50K
45,13,0,60, >50K
59,13,1,40, <=50K
36,8,0,35, <=50K
26,9,0,40, <=50K
34,9,1,40, <=50K
41,9,0,40, >50K
26,9,0,40, <=50K
53,9,1,40, <=50K
33,9,1,35, >50K
46,13,0,50, >50K
79,9,1,30, <=50K
31,9,1,40, <=50K
24,9,0,40, <=50K
57,9,1,62, <=50K
40,9,1,47, <=50K
41,11,0,84, <=50K
20,10,0,26, <=50K
45,7,1,40, <=50K
27,11,1,40, <=50K
36,3,0,40, <=50K
30,9,0,40, <=50K
36,13,1,40, >50K
25,9,0,40, <=50K
30,10,1,25, <=50K
31,9,1,40, <=50K
49,9,0,45, >50K
26,7,0,20, <=50K
25,13,0,40, <=50K
29,11,1,40, <=50K
24,10,1,52, <=50K
41,9,0,40, >50K
35,14,0,40, >50K
57,13,1,40, >50K
21,7,1,40, <=50K
29,6,1,32, <=50K
36,10,0,40, <=50K
20,10,1,25, <=50K
51,13,0,40, >50K
39,7,0,40, <=50K
36,13,0,50, <=50K
40,15,0,70, >50K
61,9,0,50, <=50K
38,15,0,60, <=50K
20,10,0,35, <=50K
21,9,1,35, <=50K
40,9,1,40, <=50K
46,6,0,45, <=50K
21,10,0,54, <=50K
35,6,0,50, <=50K
39,13,0,40, <=50K
38,9,0,60, <=50K
30,9,1,40, <=50K
28,5,0,40, <=50K
32,13,0,40, >50K
46,11,0,40, >50K
40,11,0,40, <=50K
47,9,1,40, >50K
44,6,0,40, <=50K
38,9,0,40, <=50K
51,9,0,20, >50K
46,13,0,40, >50K
51,16,0,60, >50K
45,16,0,40, >50K
20,10,1,20, <=50K
44,13,0,45, <=50K
33,11,0,45, <=50K
18,9,1,30, <=50K
61,15,0,40, >50K
50,13,1,40, <=50K
47,9,0,40, <=50K
34,13,0,50, >50K
53,9,0,60, <=50K
39,10,0,40, <=50K
58,9,0,40, >50K
66,9,0,18, <=50K
26,7,0,50, <=50K
41,3,0,40, <=50K
47,10,0,40, <=50K
31,11,0,40, <=50K
52,10,0,40, >50K
29,12,0,50, >50K
43,5,1,50, <=50K
42,14,0,40, >50K
35,10,1,30, <=50K
41,9,0,40, <=50K
34,13,0,60, >50K
52,10,0,40, <=50K
61,10,0,40, <=50K
39,9,0,40, <=50K
19,10,1,25, <=50K
46,13,0,40, >50K
39,10,0,45, <=50K
22,10,0,50, <=50K
30,9,1,40, <=50K
40,11,1,32, <=50K
43,13,0,40, <=50K
37,3,0,36, <=50K
23,12,0,20, <=50K
39,12,0,59, <=50K
54,14,0,40, <=50K
46,10,0,60, <=50K
20,10,1,40, <=50K
50,13,1,50, >50K
17,6,1,15, <=50K
36,9,0,40, <=50K
37,9,0,45, <=50K
53,9,1,38, <=50K
50,9,0,40, >50K
38,9,0,40, <=50K
63,9,0,32, <=50K
53,9,0,50, >50K
40,13,1,50, <=50K
23,10,0,50, <=50K
20,9,0,43, <=50K
46,10,0,40, >50K
28,6,0,40, <=50K
59,14,0,50, <=50K
41,13,0,40, >50K
33,1,0,40, <=50K
56,8,0,40, <=50K
50,9,0,55, >50K
31,13,1,50, <=50K
41,11,0,50, <=50K
38,13,1,40, >50K
25,12,1,40, <=50K
18,9,1,12, <=50K
49,13,1,40, <=50K
39,10,0,40, <=50K
22,10,1,20, <=50K
21,10,1,25, <=50K
35,13,0,40, <=50K
21,9,1,40, <=50K
38,9,0,40, >50K
55,4,1,20, <=50K
31,9,0,55, <=50K
17,7,0,20, <=50K
31,13,0,50, >50K
25,13,0,40, <=50K
39,14,0,55, >50K
50,4,0,40, <=50K
38,13,1,20, >50K
50,10,0,60, <=50K
63,6,0,40, <=50K
31,9,0,50, <=50K
23,13,1,40, <=50K
18,10,0,20, <=50K
43,13,1,48, <=50K
34,10,0,50, >50K
18,7,0,35, <=50K
46,9,0,40, >50K
35,13,1,40, >50K
46,14,1,38, <=50K
59,11,0,40, >50K
31,4,1,30, <=50K
27,9,1,37, <=50K
41,14,0,40, <=50K
42,9,0,40, <=50K
55,13,0,40, >50K
34,9,1,40, <=50K
44,9,1,40, <=50K
26,13,1,50, <=50K
36,11,1,40, >50K
69,5,0,35, <=50K
33,10,1,40, <=50K
30,11,0,40, <=50K
35,9,1,16, >50K
25,13,1,40, >50K
21,10,0,40, <=50K
18,7,0,15, <=50K
35,10,0,60, >50K
20,9,0,50, <=50K
26,14,0,40, <=50K
46,13,0,40, <=50K
31,13,1,36, <=50K
40,15,0,40, >50K
40,9,1,52, <=50K
31,13,1,40, <=50K
32,16,0,40, <=50K
23,10,0,40, <=50K
25,14,0,40, <=50K
37,10,0,50, <=50K
18,10,1,20, <=50K
55,9,1,38, <=50K
52,5,1,40, <=50K
26,9,1,40, <=50K
37,10,0,40, >50K
39,9,1,45, <=50K
62,13,1,40, >50K
19,10,1,25, <=50K
47,9,0,45, >50K
51,13,0,40, >50K
55,9,1,40, <=50K
30,9,0,35, <=50K
59,10,0,36, <=50K
45,6,0,65, <=50K
52,10,0,45, >50K
21,9,0,20, <=50K
31,9,0,55, <=50K
29,10,0,40, <=50K
24,9,0,40, <=50K
17,6,0,24, <=50K
47,9,1,40, <=50K
46,10,0,50, >50K
32,9,1,28, <=50K
34,6,0,44, <=50K
63,8,0,40, <=50K
21,10,0,25, <=50K
18,9,0,36, <=50K
49,16,0,50, >50K
81,9,1,20, <=50K
36,12,0,40, >50K
47,9,0,40, >50K
36,14,0,50, >50K
39,11,0,60, <=50K
46,13,1,35, <=50K
43,10,1,40, >50K
39,13,1,35, <=50K
29,10,1,40, <=50K
23,9,1,16, <=50K
57,6,0,43, <=50K
38,9,1,42, <=50K
25,13,1,40, <=50K
39,10,0,40, <=50K
24,10,0,40, <=50K
56,14,0,44, >50K
39,8,1,40, <=50K
23,11,1,60, <=50K
17,7,1,20, <=50K
67,9,1,16, <=50K
41,13,0,50, <=50K
24,13,1,50, <=50K
51,13,0,40, >50K
30,9,1,60, <=50K
47,9,0,40, >50K
56,9,0,32, <=50K
51,9,0,38, <=50K
57,10,0,55, <=50K
34,10,1,40, <=50K
24,13,0,40, <=50K
57,9,0,40, <=50K
38,9,0,40, >50K
23,9,1,40, <=50K
35,4,0,40, <=50K
58,9,0,52, <=50K
19,9,1,12, <=50K
19,4,0,40, <=50K
68,16,0,60, >50K
43,10,0,40, >50K
17,7,1,20, <=50K
53,16,0,50, >50K
37,16,0,99, >50K
21,13,0,25, <=50K
63,9,0,40, >50K
31,10,0,50, <=50K
29,9,0,40, <=50K
43,10,0,40, >50K
27,15,1,65, >50K
25,9,0,32, <=50K
28,9,1,40, <=50K
54,9,1,35, <=50K
74,10,1,12, <=50K
31,10,1,32, <=50K
23,10,0,48, <=50K
19,13,1,30, <=50K
39,1,1,20, <=50K
61,9,1,40, <=50K
59,9,1,40, >50K
27,11,1,36, >50K
19,10,1,20, <=50K
23,9,0,40, <=50K
25,9,1,35, <=50K
40,10,0,48, >50K
53,7,1,37, <=50K
32,13,0,45, <=50K
72,16,0,25, >50K
61,4,0,40, <=50K
42,9,0,40, <=50K
17,6,1,20, <=50K
73,9,0,16, <=50K
41,10,0,40, <=50K
23,10,1,20, <=50K
23,9,1,40, <=50K
65,11,0,15, <=50K
45,9,1,50, <=50K
52,13,0,40, >50K
24,13,1,27, <=50K
23,11,0,40, <=50K
30,10,1,40, <=50K
26,13,0,40, <=50K
37,9,0,56, <=50K
17,9,0,40, <=50K
31,9,0,40, <=50K
52,9,1,40, <=50K
63,13,0,27, <=50K
27,9,1,60, <=50K
31,5,0,40, <=50K
71,9,1,35, <=50K
35,13,0,60, <=50K
44,9,1,38, <=50K
36,14,0,40, <=50K
22,13,1,20, <=50K
32,9,0,48, <=50K
30,13,1,40, <=50K
60,9,0,40, <=50K
25,10,1,40, <=50K
76,4,1,12, <=50K
41,9,0,40, <=50K
26,4,0,40, <=50K
45,8,0,40, <=50K
32,10,1,40, <=50K
22,9,0,40, <=50K
39,13,0,40, >50K
63,13,0,40, <=50K
23,12,1,40, <=50K
61,6,0,40, <=50K
31,11,0,40, <=50K
25,5,0,45, <=50K
33,9,1,40, <=50K
39,9,1,36, <=50K
53,13,1,40, <=50K
26,13,1,40, <=50K
21,10,0,32, <=50K
18,9,0,40, <=50K
34,13,0,60, >50K
44,14,0,40, >50K
31,9,0,50, <=50K
44,9,0,40, >50K
42,15,0,60, >50K
43,9,0,44, <=50K
33,13,0,38, >50K
21,10,1,30, <=50K
30,9,0,40, >50K
55,9,0,60, <=50K
57,10,1,40, <=50K
37,9,0,50, <=50K
32,9,0,40, >50K
62,13,0,60, >50K
31,13,0,40, >50K
51,13,0,50, >50K
37,14,1,45, <=50K
45,3,0,38, <=50K
47,10,0,40, <=50K
31,9,0,75, <=50K
75,7,0,30, <=50K
43,14,0,50, <=50K
39,12,0,60, >50K
30,13,0,40, >50K
27,3,0,40, <=50K
44,9,0,40, <=50K
53,14,1,35, >50K
40,13,0,40, <=50K
18,7,1,20, <=50K
33,13,0,40, <=50K
20,9,0,40, <=50K
38,10,0,50, <=50K
48,9,1,35, <=50K
46,9,0,40, <=50K
51,9,0,40, <=50K
35,9,1,30, <=50K
24,4,0,40, <=50K
30,10,0,50, <=50K
70,9,0,30, <=50K
26,9,0,44, <=50K
34,9,0,40, <=50K
46,9,0,40, >50K
70,9,1,5, <=50K
37,10,0,40, <=50K
36,10,1,35, <=50K
23,5,1,40, <=50K
28,9,0,40, <=50K
44,10,0,50, >50K
58,9,0,30, <=50K
53,10,0,60, >50K
23,10,0,40, <=50K
26,9,0,40, <=50K
21,10,0,40, <=50K
34,14,1,50, <=50K
43,7,0,40, <=50K
22,10,0,20, <=50K
41,10,0,50, >50K
36,9,0,40, <=50K
41,13,1,20, <=50K
27,9,0,40, <=50K
42,10,0,60, <=50K
27,11,1,35, <=50K
41,9,0,40, <=50K
32,13,1,40, >50K
21,10,0,20, <=50K
44,13,0,50, >50K
29,13,0,40, <=50K
19,10,1,22, <=50K
21,10,0,40, <=50K
46,9,0,40, <=50K
38,13,0,55, >50K
43,10,0,48, >50K
54,9,0,50, >50K
38,14,0,60, >50K
18,10,0,40, <=50K
50,9,1,40, >50K
30,11,1,36, >50K
30,5,0,40, <=50K
28,9,1,35, <=50K
26,11,1,45, <=50K
37,10,0,43, <=50K
32,9,0,50, >50K
64,14,1,5, >50K
18,9,1,28, <=50K
30,10,0,30, <=50K
36,11,1,8, <=50K
18,7,0,30, <=50K
27,9,0,40, <=50K
49,5,0,40, <=50K
46,9,0,43, >50K
37,9,0,40, <=50K
30,10,0,40, <=50K
29,9,1,30, <=50K
22,9,0,40, <=50K
25,9,0,30, <=50K
38,9,1,30, <=50K
32,13,1,40, <=50K
35,10,0,50, <=50K
56,14,0,80, >50K
29,10,1,40, <=50K
41,9,0,40, <=50K
47,9,0,40, <=50K
23,13,1,40, <=50K
46,13,0,45, >50K
28,9,0,40, <=50K
39,13,1,20, <=50K
42,10,1,50, <=50K
39,9,0,48, >50K
68,4,0,30, <=50K
37,13,0,55, >50K
57,15,1,40, <=50K
22,10,1,30, <=50K
24,11,0,30, >50K
19,10,0,50, <=50K
55,12,1,30, <=50K
37,9,0,40, <=50K
37,10,1,40, <=50K
28,13,0,50, <=50K
27,9,1,40, <=50K
40,13,1,20, <=50K
51,9,1,40, <=50K
52,11,0,56, <=50K
74,10,1,3, <=50K
49,10,0,50, >50K
20,10,1,40, <=50K
40,10,1,50, <=50K
80,10,0,60, <=50K
63,10,0,40, <=50K
63,9,0,45, >50K
51,10,1,40, <=50K
23,9,1,40, <=50K
66,9,0,20, <=50K
33,9,0,66, <=50K
49,9,0,43, <=50K
20,10,0,32, <=50K
33,12,0,60, >50K
26,10,0,40, <=50K
52,9,0,50, >50K
33,13,0,50, >50K
47,13,0,45, <=50K
23,9,0,75, <=50K
53,12,0,40, <=50K
19,10,0,20, <=50K
26,10,0,40, <=50K
53,4,0,60, >50K
65,9,0,10, <=50K
68,13,0,30, <=50K
30,6,0,18, <=50K
28,7,0,45, <=50K
54,6,0,45, <=50K
30,9,0,10, <=50K
22,10,0,50, <=50K
25,9,0,30, <=50K
19,7,0,20, <=50K
19,10,1,35, <=50K
32,15,0,40, >50K
23,13,1,40, <=50K
51,13,0,45, <=50K
25,10,0,44, >50K
46,13,1,40, <=50K
38,10,1,50, <=50K
26,9,0,40, >50K
46,9,1,40, <=50K
25,13,1,40, <=50K
20,10,1,16, <=50K
29,14,0,35, <=50K
51,14,0,50, >50K
40,10,0,52, <=50K
24,10,1,40, <=50K
24,13,0,50, <=50K
31,11,1,24, <=50K
54,9,1,30, <=50K
34,12,0,60, <=50K
19,10,0,66, <=50K
21,9,0,40, <=50K
21,6,0,70, <=50K
23,10,0,24, <=50K
37,10,0,40, <=50K
40,14,0,46, >50K
57,9,0,30, <=50K
48,13,0,40, >50K
24,7,0,40, <=50K
43,10,0,40, <=50K
32,13,1,20, <=50K
40,9,1,40, <=50K
52,15,0,35, >50K
49,9,0,40, <=50K
45,10,0,40, <=50K
62,9,0,40, <=50K
29,11,0,40, <=50K
49,9,1,40, <=50K
55,10,1,40, <=50K
20,10,0,72, <=50K
37,13,0,40, <=50K
43,13,0,40, >50K
29,10,1,40, <=50K
44,9,1,40, >50K
28,10,0,40, >50K
38,10,1,45, <=50K
45,11,0,50, >50K
22,10,0,40, <=50K
19,10,1,20, <=50K
20,8,0,40, <=50K
60,9,0,40, <=50K
30,9,1,40, <=50K
22,10,0,40, <=50K
51,10,1,60, <=50K
31,13,1,40, <=50K
48,9,1,40, <=50K
43,13,0,40, >50K
51,9,0,40, <=50K
41,11,0,48, >50K
62,11,0,40, <=50K
50,9,0,40, >50K
46,9,1,40, >50K
54,10,0,60, >50K
68,9,0,45, >50K
23,12,0,30, <=50K
49,14,1,35, <=50K
24,6,0,40, <=50K
30,9,0,40, <=50K
38,9,0,45, <=50K
34,9,1,35, <=50K
22,10,0,40, <=50K
30,4,0,40, <=50K
61,4,0,31, <=50K
36,9,0,40, <=50K
51,11,0,40, <=50K
43,3,1,40, >50K
54,10,0,48, >50K
63,9,1,25, <=50K
51,10,0,40, >50K
63,6,0,40, <=50K
51,14,0,60, >50K
27,9,1,35, <=50K
35,12,0,40, >50K
31,13,1,25, >50K
46,9,0,40, <=50K
53,11,0,40, >50K
26,10,0,24, <=50K
43,9,0,40, <=50K
39,9,0,50, >50K
50,9,0,40, <=50K
54,9,0,40, >50K
62,10,1,45, >50K
57,10,1,40, <=50K
19,10,0,24, <=50K
29,9,0,20, <=50K
20,9,0,40, <=50K
53,13,0,55, >50K
18,10,0,40, <=50K
22,10,0,40, <=50K
23,9,0,40, <=50K
69,7,0,20, <=50K
56,4,0,40, <=50K
53,13,0,35, <=50K
28,9,0,40, <=50K
28,13,0,40, <=50K
33,9,0,84, >50K
48,9,1,30, <=50K
61,9,0,40, >50K
49,13,0,45, <=50K
48,10,0,40, <=50K
32,4,0,40, <=50K
51,9,0,40, >50K
27,13,0,40, <=50K
19,10,0,14, <=50K
47,9,0,50, <=50K
25,13,0,60, <=50K
72,10,0,40, <=50K
29,7,0,40, <=50K
22,9,1,40, <=50K
57,9,0,48, <=50K
50,12,0,60, <=50K
45,10,0,30, <=50K
52,10,0,40, >50K
53,14,0,48, >50K
36,9,0,48, <=50K
46,9,0,40, >50K
20,9,1,20, <=50K
75,3,0,10, <=50K
32,9,0,40, >50K
28,9,0,40, <=50K
53,14,1,40, <=50K
17,7,1,35, <=50K
46,11,1,38, <=50K
39,12,1,30, <=50K
38,10,0,40, <=50K
36,9,0,60, <=50K
63,13,1,21, <=50K
28,2,0,43, <=50K
28,13,0,45, <=50K
49,9,1,35, <=50K
43,10,0,40, <=50K
38,13,0,45, >50K
39,9,0,62, <=50K
42,9,1,40, <=50K
40,9,0,40, <=50K
45,9,1,10, <=50K
29,9,1,40, <=50K
24,13,0,45, <=50K
30,10,0,50, >50K
44,10,0,40, <=50K
40,9,0,24, <=50K
30,9,1,35, <=50K
42,14,1,40, <=50K
52,11,1,35, <=50K
42,10,0,40, >50K
39,10,0,52, >50K
43,10,0,45, <=50K
62,9,0,40, <=50K
30,11,0,40, <=50K
83,9,1,20, <=50K
39,13,0,55, >50K
41,9,1,20, <=50K
49,14,1,40, >50K
25,7,0,40, <=50K
48,7,0,40, <=50K
59,12,0,8, <=50K
44,13,0,40, <=50K
36,5,0,56, <=50K
40,9,0,40, <=50K
21,9,1,35, <=50K
41,10,1,38, <=50K
24,13,1,50, <=50K
67,9,0,60, <=50K
24,13,0,38, <=50K
50,13,0,60, <=50K
48,14,0,35, <=50K
55,12,0,20, >50K
29,9,0,40, <=50K
50,13,1,36, <=50K
64,6,0,40, >50K
49,5,0,37, <=50K
20,9,0,52, <=50K
30,9,1,40, <=50K
37,13,0,30, <=50K
52,9,0,40, >50K
22,10,0,25, <=50K
77,9,1,14, <=50K
19,10,0,15, <=50K
52,9,0,55, >50K
42,13,1,40, <=50K
35,9,1,36, <=50K
27,10,1,50, <=50K
54,9,1,38, <=50K
37,9,0,40, <=50K
37,6,0,35, <=50K
28,4,0,30, <=50K
63,13,0,40, <=50K
19,9,0,42, <=50K
28,13,1,40, <=50K
23,10,0,40, <=50K
44,15,1,40, >50K
31,10,0,40, >50K
35,13,0,50, >50K
64,9,1,50, <=50K
40,9,0,40, >50K
59,12,1,50, <=50K
22,10,1,40, <=50K
40,10,1,44, <=50K
35,4,0,40, <=50K
20,10,1,15, <=50K
35,9,0,40, <=50K
28,10,0,48, <=50K
28,9,0,40, <=50K
37,10,0,20, <=50K
72,16,0,6, >50K
25,12,0,60, <=50K
37,9,1,40, <=50K
19,10,1,45, <=50K
31,11,1,38, <=50K
41,9,1,40, <=50K
31,6,0,40, >50K
44,9,0,40, <=50K
20,10,0,47, <=50K
57,10,0,50, <=50K
26,9,1,12, <=50K
44,9,0,60, <=50K
29,9,0,40, <=50K
36,9,0,40, >50K
40,11,0,40, >50K
21,12,0,35, <=50K
21,10,0,70, <=50K
34,15,0,48, >50K
24,13,1,15, <=50K
28,6,1,40, <=50K
35,9,0,50, <=50K
35,9,0,40, <=50K
38,13,1,40, <=50K
44,9,1,40, <=50K
39,13,1,40, >50K
57,9,1,40, <=50K
19,10,1,40, <=50K
29,11,0,48, <=50K
23,9,0,40, <=50K
50,9,1,40, <=50K
51,10,0,20, <=50K
28,11,0,40, <=50K
44,13,0,60, <=50K
29,13,0,40, <=50K
31,9,0,45, <=50K
27,13,0,45, >50K
34,13,0,45, <=50K
50,15,0,50, >50K
27,10,0,40, >50K
31,11,1,40, <=50K
46,12,0,40, >50K
39,10,1,40, <=50K
40,13,0,55, >50K
28,7,0,40, <=50K
18,9,1,40, <=50K
51,9,1,40, <=50K
58,9,0,50, <=50K
66,9,0,40, <=50K
36,9,1,20, <=50K
38,7,1,60, <=50K
25,12,0,40, <=50K
25,9,1,22, <=50K
90,7,0,40, <=50K
41,10,1,40, <=50K
34,9,1,40, <=50K
33,13,1,40, <=50K
33,9,1,40, <=50K
35,13,0,45, >50K
39,9,1,20, <=50K
59,9,0,60, <=50K
19,10,0,16, <=50K
39,9,0,38, <=50K
19,10,0,40, <=50K
27,9,1,40, <=50K
52,4,0,40, <=50K
59,9,1,24, <=50K
28,10,1,40, <=50K
37,9,1,50, <=50K
50,6,0,99, <=50K
36,13,0,50, >50K
34,13,0,60, >50K
23,10,0,40, <=50K
19,7,1,30, <=50K
33,9,0,84, <=50K
27,14,0,52, <=50K
31,14,0,40, <=50K
21,6,0,36, <=50K
31,9,0,54, <=50K
59,9,0,40, >50K
40,14,0,48, >50K
19,7,0,40, <=50K
47,9,0,50, <=50K
34,13,0,40, <=50K
57,9,0,78, <=50K
51,5,0,40, <=50K
21,10,0,20, <=50K
30,10,0,50, <=50K
46,10,0,45, <=50K
40,13,1,45, <=50K
52,1,0,40, <=50K
23,13,0,50, <=50K
90,13,1,10, <=50K
25,9,1,50, <=50K
43,10,0,45, <=50K
38,10,1,40, >50K
22,11,1,30, <=50K
33,13,1,40, <=50K
34,10,0,40, >50K
65,11,0,20, <=50K
50,9,0,15, <=50K
29,13,0,48, <=50K
25,9,0,40, <=50K
54,10,1,40, <=50K
49,9,0,40, >50K
44,10,0,40, <=50K
24,5,1,40, <=50K
25,13,0,38, <=50K
65,9,0,20, <=50K
56,9,0,45, <=50K
39,15,0,60, >50K
23,13,1,40, <=50K
20,10,1,20, <=50K
24,3,0,40, <=50K
41,10,0,50, >50K
40,10,0,50, <=50K
55,9,0,50, >50K
38,9,1,48, <=50K
23,9,1,40, <=50K
44,13,0,50, <=50K
45,10,0,40, >50K
20,10,1,12, <=50K
29,9,0,40, <=50K
43,9,0,40, <=50K
30,8,0,40, <=50K
28,10,1,38, <=50K
31,9,0,40, >50K
52,9,1,40, <=50K
36,13,1,50, >50K
38,9,0,45, <=50K
66,10,0,40, <=50K
63,11,0,40, <=50K
21,10,0,35, <=50K
33,9,0,40, <=50K
46,10,1,50, <=50K
20,10,0,20, <=50K
47,13,0,60, <=50K
33,16,0,55, >50K
66,4,0,30, <=50K
20,10,1,30, <=50K
28,9,0,40, <=50K
46,9,1,28, <=50K
25,10,0,45, <=50K
37,9,0,40, <=50K
31,5,0,60, <=50K
49,9,0,40, <=50K
22,10,0,20, <=50K
52,11,1,20, >50K
29,12,1,50, <=50K
18,7,1,20, <=50K
31,10,0,35, <=50K
23,10,1,35, <=50K
27,11,1,40, >50K
54,6,0,65, <=50K
50,9,1,49, <=50K
46,14,0,40, >50K
24,13,1,40, <=50K
17,7,1,18, <=50K
49,9,0,45, <=50K
54,9,0,40, >50K
41,13,0,60, >50K
49,9,0,40, <=50K
36,13,1,35, <=50K
23,9,0,40, <=50K
63,10,1,40, <=50K
67,9,0,40, >50K
23,9,0,40, <=50K
22,13,0,40, <=50K
66,11,0,30, <=50K
25,7,0,50, <=50K
30,10,1,20, <=50K
35,9,0,40, <=50K
67,4,0,40, <=50K
30,8,0,40, <=50K
26,10,1,38, <=50K
34,9,0,40, <=50K
21,10,0,40, <=50K
18,8,0,10, <=50K
21,9,0,40, <=50K
76,5,0,40, <=50K
51,10,0,70, <=50K
26,9,1,56, <=50K
18,8,1,25, <=50K
18,7,0,40, <=50K
34,11,0,50, <=50K
59,9,1,40, <=50K
55,13,0,45, >50K
33,10,0,72, <=50K
25,9,1,10, <=50K
48,9,1,10, <=50K
64,13,1,5, <=50K
47,14,1,45, >50K
26,10,1,40, <=50K
36,12,0,48, >50K
21,9,0,40, <=50K
54,4,1,25, <=50K
30,9,0,44, <=50K
41,9,0,40, <=50K
53,14,1,35, >50K
34,10,0,30, <=50K
20,10,1,35, <=50K
24,6,0,49, <=50K
26,13,1,20, <=50K
25,9,1,48, <=50K
35,10,1,36, <=50K
41,10,0,40, >50K
33,7,0,40, <=50K
18,10,1,25, <=50K
27,9,0,38, <=50K
32,9,1,35, <=50K
51,9,0,40, <=50K
38,11,1,40, <=50K
41,10,1,25, <=50K
26,10,0,40, <=50K
38,11,0,35, <=50K
54,5,0,45, >50K
30,13,1,60, <=50K
31,10,1,30, <=50K
26,13,0,40, <=50K
75,16,0,3, <=50K
29,14,0,40, <=50K
61,9,0,50, >50K
24,10,1,45, <=50K
22,8,0,30, <=50K
34,12,0,40, <=50K
42,10,0,40, <=50K
24,7,0,40, <=50K
42,12,0,40, <=50K
27,9,0,40, <=50K
39,13,1,50, >50K
20,9,0,40, <=50K
51,7,1,40, <=50K
68,13,0,30, <=50K
28,9,0,48, <=50K
43,9,1,40, <=50K
35,10,0,40, <=50K
44,9,1,40, <=50K
41,13,0,40, <=50K
44,9,0,45, >50K
20,9,1,40, <=50K
46,9,0,75, >50K
27,12,0,70, >50K
32,10,0,50, <=50K
46,10,0,50, <=50K
26,9,0,24, <=50K
20,10,1,40, <=50K
36,9,1,40, <=50K
49,13,0,40, >50K
32,9,0,55, >50K
32,13,0,50, >50K
49,13,0,40, >50K
36,9,0,45, <=50K
22,10,0,25, <=50K
52,9,1,40, <=50K
42,9,0,50, >50K
22,10,0,40, <=50K
72,9,1,16, <=50K
30,13,1,40, <=50K
44,10,0,40, <=50K
23,13,1,45, <=50K
22,10,0,20, <=50K
59,13,0,60, <=50K
46,9,1,40, <=50K
30,11,0,40, <=50K
64,4,1,30, <=50K
31,10,1,40, <=50K
64,9,0,20, <=50K
45,9,1,40, <=50K
59,9,0,40, >50K
32,9,1,40, <=50K
43,13,0,40, <=50K
66,6,1,20, <=50K
23,10,0,45, <=50K
49,9,0,40, <=50K
32,8,0,40, <=50K
49,11,1,40, <=50K
33,10,0,40, <=50K
28,15,1,85, <=50K
47,9,0,40, <=50K
41,9,0,40, <=50K
34,14,0,40, >50K
25,9,1,35, <=50K
20,10,1,40, <=50K
21,10,1,15, <=50K
25,9,0,30, <=50K
46,5,0,40, <=50K
37,2,0,40, <=50K
41,10,0,56, >50K
44,9,0,50, <=50K
30,9,0,40, >50K
54,10,0,40, <=50K
35,9,0,99, <=50K
58,9,1,12, <=50K
21,10,1,25, <=50K
35,14,0,40, >50K
35,15,0,80, >50K
19,10,0,20, <=50K
48,9,1,40, <=50K
56,10,0,40, <=50K
65,10,1,35, <=50K
40,13,0,35, <=50K
26,9,1,40, <=50K
45,10,0,40, <=50K
26,10,0,40, <=50K
32,9,0,40, <=50K
35,13,0,50, >50K
22,10,0,48, <=50K
37,11,1,38, <=50K
25,13,0,40, <=50K
64,2,0,53, <=50K
46,11,0,48, >50K
30,9,0,27, <=50K
63,12,0,40, >50K
51,9,0,40, >50K
68,4,0,16, <=50K
36,16,0,50, <=50K
28,10,0,50, <=50K
41,10,0,40, <=50K
47,10,0,40, <=50K
22,10,1,30, <=50K
33,13,0,80, <=50K
34,15,0,40, >50K
46,13,0,40, >50K
28,10,1,40, <=50K
36,9,0,52, >50K
18,10,1,20, <=50K
33,14,0,50, >50K
51,9,0,60, >50K
56,9,0,35, <=50K
54,9,1,40, <=50K
29,9,1,40, <=50K
40,10,1,84, <=50K
53,14,0,65, >50K
22,9,0,35, <=50K
33,9,0,40, >50K
28,9,0,50, <=50K
63,10,1,12, <=50K
53,16,0,60, >50K
37,6,0,50, <=50K
50,10,0,40, <=50K
22,9,0,40, <=50K
40,12,1,40, <=50K
22,13,1,40, >50K
21,10,0,40, <=50K
25,12,0,40, <=50K
20,10,1,40, <=50K
43,9,0,40, <=50K
29,11,1,50, <=50K
32,13,0,40, >50K
42,14,0,50, >50K
33,9,0,40, <=50K
27,10,1,40, >50K
22,10,1,40, <=50K
29,10,0,38, <=50K
29,9,0,40, <=50K
20,10,1,20, <=50K
35,6,0,40, <=50K
31,13,0,50, >50K
33,9,0,50, <=50K
67,10,0,40, <=50K
46,10,0,10, <=50K
45,5,1,40, >50K
17,7,0,20, <=50K
35,13,0,70, >50K
